,Influencer,Depth 0,Depth 1,Depth 2,Depth 3,Depth 4,Depth 5,Depth 6,Depth 7,Depth 8,Depth 9,Depth 10,Total
1180,The United States of America,1,5,50,515,1336,1708,2066,2387,2615,2927,3280,288.517578125
668,Shirley Caesar,1,15,59,239,952,2277,3019,3511,3893,4139,4314,288.099609375
1581,Lou Christie,1,3,78,585,1180,1535,1995,2311,2706,3167,3538,287.736328125
1327,Eydie Gorme,1,3,33,241,1258,2453,2877,3035,3131,3204,3284,287.72265625
1085,The New Lost City Ramblers,1,8,58,307,1186,2151,2748,2927,3033,3141,3222,287.298828125
2633,The Silhouettes,1,2,11,128,1067,2625,3477,3977,4244,4432,4530,286.94921875
2634,Danny & the Juniors,1,2,11,128,1067,2625,3477,3977,4244,4432,4530,286.94921875
147,Aswad,1,16,74,288,1004,2177,2739,3004,3314,3680,3945,286.384765625
541,The Chi-Lites,1,8,101,353,965,2046,2597,2841,3081,3489,3990,286.041015625
2245,Lalo Schifrin,1,18,134,456,951,1598,2075,2428,3112,3597,3860,285.986328125
1547,Magazine,1,12,208,634,1054,1264,1363,1415,1461,1509,1549,285.65625
1611,The Residents,1,14,145,603,1137,1470,1593,1632,1676,1711,1748,285.568359375
1530,Debbie Reynolds,1,7,52,375,1226,2028,2466,2739,2869,2952,3031,285.197265625
3073,Fifty Foot Hose,1,2,44,508,1335,1708,2066,2387,2615,2927,3280,284.580078125
1269,Barry White,1,31,217,588,991,1218,1297,1336,1390,1431,1439,283.98828125
714,The Only Ones,1,13,119,529,955,1432,1955,2584,3150,3532,3817,283.205078125
936,Rory Gallagher,1,9,122,546,1124,1475,1708,2094,2497,2815,3198,283.138671875
986,Ken Boothe,1,17,79,214,965,2319,2801,3071,3391,3718,3970,282.80078125
171,The Dickies,1,14,166,640,1035,1275,1485,1573,1680,1923,2237,282.2109375
1320,D.O.A.,1,9,187,609,920,1125,1540,2015,2605,3152,3532,282.06640625
63,Budgie,1,9,205,489,907,1400,1815,2124,2413,2681,2964,281.716796875
531,Gabor Szabo,1,4,39,286,1144,1937,2840,3504,3814,4080,4273,281.494140625
2776,Bunny Berigan,1,6,24,99,610,2598,4365,4677,4729,4741,4752,281.443359375
569,Scorpions,1,20,206,448,829,1440,1912,2214,2435,2689,2963,281.03515625
2658,Pixinguinha,1,6,41,176,722,2268,3917,4354,4460,4556,4615,280.802734375
750,Gregory Isaacs,1,21,62,242,970,2242,2776,3020,3320,3682,3945,280.771484375
2077,Bachman-Turner Overdrive,1,11,145,562,965,1307,1904,2297,2518,2748,2894,280.70703125
2714,The Chordettes,1,3,22,294,1311,2273,2569,2731,2877,2995,3152,280.439453125
1049,The Free Design,1,10,89,495,1213,1698,1858,1986,2175,2452,2866,280.4296875
1021,Van Dyke Parks,1,14,96,396,1075,1806,2321,2490,2630,2772,2991,280.373046875
570,Status Quo,1,10,123,479,980,1593,2170,2432,2631,2816,2926,280.0546875
862,Willie Bobo,1,4,37,279,1133,1934,2840,3506,3817,4080,4272,279.36328125
710,Beat Happening,1,18,250,654,889,1043,1154,1226,1297,1371,1438,278.568359375
2972,Vikki Carr,1,2,22,249,1011,2335,3062,3442,3754,4062,4276,278.46484375
2953,Della Reese,1,2,12,109,1017,2755,3368,3608,3815,4066,4276,278.2890625
2883,Mitch Miller & the Sing-Along Gang,1,2,10,111,931,2648,3596,3958,4187,4351,4479,278.0234375
2557,Syl Johnson,1,4,19,79,841,2743,3701,4090,4281,4453,4538,277.970703125
1941,The Dictators,1,9,92,593,1124,1433,1656,1958,2278,2694,3164,277.16796875
1681,Jeff Lynne,1,9,126,635,1066,1331,1500,1678,1977,2284,2690,276.578125
153,The Cramps,1,21,163,653,1011,1190,1331,1404,1449,1506,1546,275.63671875
2097,"Evelyn ""Champagne"" King",1,6,75,326,1021,2119,2559,2686,2779,2920,3012,274.94140625
1440,Swell Maps,1,11,162,658,1046,1222,1357,1428,1477,1519,1545,274.92578125
1126,UFO,1,11,192,451,845,1446,1906,2209,2434,2689,2964,274.462890625
271,Tom Petty,1,40,191,528,813,992,1378,1906,2573,3150,3532,274.0859375
327,Jack Bruce,1,14,79,341,1026,1915,2439,2650,2782,2918,2997,273.576171875
1741,Harry Chapin,1,9,139,440,1077,1563,1810,2061,2341,2572,2857,273.537109375
1499,The Buckinghams,1,10,126,497,1071,1483,1699,1932,2252,2716,3195,272.888671875
625,Dave Mason,1,13,97,385,1100,1665,2064,2407,2677,2958,3292,272.375
2009,Nazareth,1,9,132,428,889,1621,2179,2474,2728,2901,3079,271.9296875
1433,Don Williams,1,19,157,419,1020,1448,1673,2119,2428,2582,2768,271.75390625
2341,Elmer Bernstein,1,13,45,247,1102,2126,2582,2821,3065,3446,3684,271.21875
2131,Sylvester,1,11,195,607,942,1192,1360,1506,1582,1680,1750,271.14453125
713,The Jesus and Mary Chain,1,36,200,628,896,1035,1119,1161,1192,1219,1228,269.833984375
1147,The Durutti Column,1,15,195,596,990,1172,1267,1323,1363,1406,1419,269.224609375
2916,Edwin Starr,1,5,86,434,1177,1675,1890,2118,2378,2582,2864,269.16015625
3399,Jacob Do Bandolim,1,3,33,150,672,2204,3909,4351,4457,4553,4612,268.755859375
3078,Linton Kwesi Johnson,1,4,36,284,1001,2126,2718,3000,3314,3680,3945,268.244140625
3203,Noro Morales,1,3,32,155,810,2414,3321,3744,4045,4213,4353,267.609375
2106,The Psychedelic Furs,1,12,191,653,934,1092,1214,1313,1388,1473,1535,267.3984375
78,Dolly Parton,1,50,209,553,865,991,1083,1164,1238,1309,1337,266.42578125
3398,Dorival Caymmi,1,2,29,146,668,2200,3905,4347,4453,4549,4608,266.255859375
1163,Patti LaBelle,1,27,195,570,849,1182,1344,1438,1457,1467,1467,266.15625
1650,The Brothers Johnson,1,4,137,634,1034,1257,1427,1562,1623,1714,1779,266.068359375
210,Venom,1,32,185,381,730,1409,1920,2172,2422,2680,2963,265.982421875
1857,The Heptones,1,12,55,186,913,2269,2782,3062,3384,3711,3964,265.568359375
3502,Werly Fairburn,1,2,22,157,707,2439,3547,3958,4188,4321,4468,265.400390625
2585,Pedro Infante,1,5,36,357,1275,1844,2105,2370,2607,2787,3012,265.353515625
1214,Electric Light Orchestra,1,28,177,531,937,1207,1372,1467,1516,1567,1618,264.947265625
734,Buffy Sainte-Marie,1,12,72,403,1076,1730,2053,2265,2451,2636,2932,264.91015625
38,Red Hot Chili Peppers,1,40,289,529,703,908,1031,1114,1239,1372,1453,264.857421875
917,Clifford Brown,1,16,51,144,798,2169,2954,3746,4182,4410,4524,264.61328125
1503,Sylvia Telles,1,7,32,147,749,2289,3444,3810,4075,4267,4446,263.732421875
1234,The Undertones,1,13,191,605,915,1138,1284,1361,1401,1447,1487,263.5234375
1391,Popol Vuh,1,10,105,556,1110,1421,1519,1570,1637,1712,1766,262.71875
2192,Harry Nilsson,1,19,99,331,979,1668,2134,2400,2665,2969,3293,262.671875
355,The Rivingtons,1,2,7,258,1301,2085,2440,2672,2858,2988,3149,262.619140625
1224,Horace Andy,1,15,44,223,1057,1972,2553,2916,3168,3484,3770,262.27734375
2450,Marian McPartland,1,7,24,104,674,2423,3542,4142,4431,4530,4573,262.134765625
1610,Devo,1,20,165,537,963,1247,1399,1479,1524,1550,1559,261.970703125
1228,Andy Kim,1,2,13,227,1153,2211,2620,2826,3100,3321,3647,261.515625
1243,Levon Helm,1,12,125,381,1054,1540,1785,2046,2339,2572,2858,261.4921875
657,"Emerson, Lake & Palmer",1,18,112,411,912,1416,2081,2423,2588,2788,2925,261.337890625
3218,The Techniques,1,4,33,234,1103,2052,2582,2920,3172,3487,3773,261.2890625
1170,J.J. Cale,1,16,122,400,1057,1443,1653,2092,2403,2565,2770,260.634765625
1597,U.K. Subs,1,11,121,526,1000,1264,1475,1871,2244,2687,3164,260.357421875
1066,Philip Glass,1,14,96,436,1019,1567,1803,1984,2316,2517,2624,259.916015625
1414,Koko Taylor,1,7,68,351,1112,1731,2084,2387,2647,2794,2994,259.82421875
57,Wipers,1,13,218,615,853,1007,1123,1234,1299,1359,1437,259.37890625
1390,Cluster,1,9,79,467,1154,1500,1654,1884,2132,2276,2458,258.76171875
709,The Clean,1,15,152,607,949,1155,1313,1389,1436,1478,1504,258.58203125
1452,Jackie McLean,1,9,30,126,668,2279,3426,3978,4264,4434,4528,258.48828125
2525,Flipper,1,8,211,668,847,954,1074,1187,1271,1356,1440,258.48046875
935,Johnny Thunders,1,9,155,535,869,1068,1460,1969,2589,3150,3532,258.171875
788,Ethel Merman,1,10,40,251,1096,1952,2464,2743,2879,2962,3039,257.771484375
1176,Daniel Johnston,1,16,206,592,864,1042,1158,1228,1299,1373,1440,257.318359375
343,Minnie Riperton,1,33,221,493,792,1093,1257,1360,1388,1404,1406,257.20703125
1023,My Bloody Valentine,1,52,209,504,807,993,1100,1146,1180,1207,1216,257.201171875
2590,Red Garland,1,5,46,166,551,1893,3752,4385,4517,4565,4598,255.767578125
1545,Yellow Magic Orchestra,1,15,171,539,968,1195,1272,1311,1345,1372,1381,255.216796875
192,Roberta Flack,1,36,193,508,794,1103,1278,1387,1415,1429,1431,254.76171875
715,Orange Juice,1,20,137,594,972,1130,1230,1327,1397,1484,1540,254.51171875
965,Saxon,1,12,163,381,773,1443,1922,2173,2423,2681,2963,254.27734375
420,The Velvelettes,1,5,45,251,969,2110,2559,2686,2779,2920,3012,254.03515625
1837,Anti-Nowhere League,1,6,148,456,816,1337,1803,2122,2412,2680,2963,253.974609375
2591,Jon Hendricks,1,8,46,251,683,1827,3070,3643,3925,4134,4301,253.892578125
1145,Johnny Mandel,1,4,10,74,575,2358,3974,4338,4452,4550,4609,253.638671875
967,Fear,1,11,156,467,880,1362,1514,1627,1880,2219,2680,252.716796875
1703,SeÃ¡n Ã“ Riada,1,4,31,184,910,2174,2817,3078,3285,3575,4013,252.27734375
2515,Lord Creator,1,4,33,177,787,2063,3096,3529,3816,4091,4273,252.21875
2850,Paul Weston,1,2,5,70,718,2569,3450,3795,4015,4198,4335,251.060546875
2784,Los Panchos,1,2,20,324,1235,1788,2078,2351,2589,2769,2994,250.767578125
2500,The Uniques,1,5,54,295,1038,1759,2188,2611,2932,3176,3484,250.765625
1018,XTC,1,34,164,518,846,1097,1239,1317,1404,1504,1551,250.005859375
2943,Larry Graham,1,6,117,544,1018,1271,1413,1536,1617,1706,1773,249.783203125
1735,Montrose,1,11,124,467,843,1168,1824,2267,2468,2664,2814,249.61328125
2467,Franz Waxman,1,7,34,200,1008,2074,2528,2763,2995,3162,3483,249.576171875
2061,The Easybeats,1,4,74,508,964,1282,1785,2265,2496,2658,2856,249.41796875
1505,Blossom Dearie,1,9,48,207,873,1958,2653,2931,3349,3646,3871,249.240234375
1548,Kool & the Gang,1,17,121,597,981,1143,1205,1263,1321,1437,1544,249.083984375
371,Fontella Bass,1,7,126,491,895,1361,1676,1803,1849,1871,1896,248.697265625
2256,Gigi Gryce,1,3,18,123,641,2055,3661,4105,4271,4444,4530,248.140625
934,Eddie Hazel,1,7,122,576,963,1184,1327,1500,1589,1685,1755,247.56640625
472,Little Feat,1,25,150,411,854,1218,1441,1726,2082,2624,3161,247.244140625
2595,Ginger Baker,1,6,90,419,891,1377,2030,2401,2555,2755,2898,247.091796875
1485,Billy Bragg,1,20,164,395,596,1130,1816,2558,3148,3532,3817,246.947265625
222,Anvil,1,9,163,366,719,1400,1918,2172,2422,2680,2963,246.107421875
319,Jimmy Page,1,15,82,467,937,1232,1671,2166,2467,2654,2851,245.857421875
2348,Sheb Wooley,1,2,18,184,749,2057,3059,3528,3818,4127,4314,245.353515625
707,Television Personalities,1,8,117,606,956,1137,1263,1364,1430,1498,1539,245.189453125
1168,ABBA,1,27,165,519,862,1054,1190,1311,1362,1411,1440,245.162109375
4,The Gun Club,1,10,145,596,916,1070,1187,1288,1359,1425,1482,245.033203125
2241,Jean Shepard,1,5,64,243,856,1719,2360,3044,3516,3768,4002,244.66015625
1001,The Police,1,52,209,480,675,900,1062,1196,1324,1428,1492,244.375
1930,Nina Hagen,1,10,123,574,952,1136,1304,1384,1437,1480,1506,244.1328125
1659,Hugh Masekela,1,6,18,111,621,2174,3427,3810,4072,4265,4444,243.353515625
1326,Allan Jones,1,2,15,126,960,2293,2810,2986,3110,3191,3277,243.171875
479,Japan,1,15,156,496,924,1161,1270,1332,1380,1436,1475,242.857421875
2904,Mitch Miller,1,3,11,174,1082,2164,2527,2651,2767,2861,2959,242.62109375
1532,Nana Mouskouri,1,9,83,379,810,1365,2186,2668,2808,2910,3008,242.43359375
2829,Racer X,1,2,11,152,1136,2161,2460,2664,2814,2927,3082,242.259765625
1844,Milt Jackson,1,8,26,126,639,2013,3271,3773,4107,4297,4450,241.806640625
1870,Ian Dury,1,10,101,491,866,1098,1502,1998,2605,3153,3532,241.373046875
2054,Ron Carter,1,11,33,143,748,2129,2848,3168,3435,3617,3875,241.20703125
1822,Larry Norman,1,9,140,562,889,1122,1267,1353,1424,1482,1538,241.203125
3453,AndrÃ© Kostelanetz,1,2,9,172,1080,2162,2525,2649,2765,2859,2957,241.12109375
3451,Frankie Carle,1,2,9,172,1080,2162,2525,2649,2765,2859,2957,241.12109375
3452,Bert Kaempfert,1,2,9,172,1080,2162,2525,2649,2765,2859,2957,241.12109375
2665,Crass,1,16,109,513,982,1230,1314,1358,1416,1476,1520,240.7109375
2011,Uriah Heep,1,12,121,402,809,1304,1727,2130,2397,2611,2920,240.603515625
2143,Diana Ross & the Supremes,1,3,32,192,936,2107,2558,2686,2779,2920,3012,240.23828125
544,Waylon Jennings,1,51,214,428,716,915,1033,1148,1252,1346,1404,240.21484375
2775,Golden Earring,1,9,85,432,818,1270,1982,2382,2556,2761,2909,240.19921875
282,Jackson Browne,1,35,194,483,775,962,1072,1185,1275,1323,1367,240.1171875
3090,Franco,1,3,8,110,635,2175,3426,3806,4072,4266,4445,240.091796875
178,Madonna,1,78,275,423,541,650,752,827,963,1028,1060,239.80078125
3253,Jackson Do Pandeiro,1,3,22,140,572,2061,3409,3801,4071,4266,4445,239.533203125
2921,Buena Vista Social Club,1,4,24,128,639,2106,3142,3712,4038,4210,4353,239.341796875
53,Melvins,1,28,201,533,735,895,1025,1149,1262,1353,1437,239.15234375
2260,The Wilburn Brothers,1,3,57,223,846,1717,2360,3044,3516,3768,4002,238.72265625
1265,DNA,1,5,93,578,983,1167,1332,1417,1465,1508,1534,238.453125
1123,Rainbow,1,20,156,385,712,1186,1565,2007,2359,2593,2919,237.80078125
3463,Junior Byles,1,2,9,184,1016,1921,2495,2896,3160,3480,3768,236.890625
956,Art Farmer,1,5,29,92,574,2166,3285,3755,4018,4213,4335,236.8671875
856,Bauhaus,1,21,121,546,879,1122,1209,1246,1278,1305,1314,236.732421875
1856,The Congos,1,8,39,144,710,2124,2764,3017,3322,3684,3947,236.138671875
840,The Birthday Party,1,14,139,470,931,1196,1279,1318,1350,1377,1386,236.013671875
99,Les Baxter,1,9,49,207,799,1563,2353,3423,3914,4132,4299,235.669921875
2499,The Pioneers,1,5,65,234,740,1771,2476,2825,3111,3416,3726,235.453125
790,Julie Andrews,1,11,40,244,996,1729,2172,2410,2587,2723,2841,235.01953125
35,Jane's Addiction,1,41,300,506,584,631,655,660,661,661,661,234.5234375
912,Tommy James & the Shondells,1,8,46,386,1026,1510,1763,1897,2075,2330,2723,234.404296875
666,Oliver Nelson,1,8,30,107,574,1979,3222,3788,4025,4216,4341,233.966796875
2253,Blind Faith,1,10,78,368,817,1373,1989,2361,2535,2700,2888,233.80859375
2382,Augustus Pablo,1,9,54,267,813,1537,2353,2777,3014,3318,3684,233.12890625
962,Weather Report,1,18,153,486,838,1058,1207,1283,1363,1463,1547,232.5234375
966,Angel Witch,1,4,137,337,699,1394,1916,2173,2423,2681,2964,232.029296875
1644,The Teardrop Explodes,1,17,149,479,866,1083,1196,1256,1312,1362,1376,231.56640625
2641,Charles Lloyd,1,4,13,167,1031,1992,2386,2546,2729,2897,3016,231.193359375
2549,Martha Raye,1,3,27,129,731,1985,2843,3211,3591,3892,4146,230.328125
1318,Split Enz,1,14,131,467,871,1135,1303,1411,1448,1479,1504,229.896484375
1884,Freddie Mercury,1,21,157,507,755,995,1167,1284,1368,1411,1427,229.55859375
2920,Johnny Griffin,1,5,27,99,689,1914,2801,3617,4164,4410,4524,229.23828125
958,Herb Alpert,1,7,34,262,985,1691,2110,2298,2447,2617,2788,229.193359375
2804,Rodriguez,1,7,33,138,562,1664,3209,3886,4125,4294,4448,228.8125
2427,JosÃ© Feliciano,1,11,49,155,491,1550,3199,3886,4125,4294,4448,228.78125
1913,Sonny Bono,1,2,11,227,1129,1756,2023,2315,2547,2821,3199,227.96484375
214,Ozzy Osbourne,1,28,171,350,624,1172,1468,1628,1895,2233,2683,227.78515625
823,Frankie Valli,1,6,51,288,974,1569,1860,2159,2409,2745,3185,227.578125
2570,Judy Henske,1,4,49,261,906,1722,2095,2296,2462,2629,2929,227.45703125
2356,Freddy Fender,1,10,66,289,658,1187,2160,3384,3900,4127,4296,226.716796875
2514,Bryan Ferry,1,12,101,433,894,1252,1432,1534,1602,1643,1692,226.505859375
2111,The Abyssinians,1,7,32,130,650,2058,2742,3012,3321,3684,3947,225.939453125
1198,Uncle Tupelo,1,20,69,184,594,1486,2498,3143,3532,3817,4126,225.708984375
721,Squeeze,1,28,190,470,684,893,1059,1140,1243,1360,1441,225.685546875
1273,Teddy Pendergrass,1,36,203,478,654,768,945,1078,1142,1201,1231,224.7734375
1094,Primal Scream,1,20,181,469,744,975,1076,1136,1164,1173,1174,224.662109375
323,Joe Satriani,1,9,124,330,679,1306,1807,2131,2416,2682,2963,224.345703125
2310,New Riders of the Purple Sage,1,8,78,488,966,1173,1300,1382,1429,1470,1521,223.064453125
2150,Nancy Sinatra,1,14,158,455,774,1059,1191,1249,1318,1340,1355,222.623046875
1871,The Foundations,1,2,45,384,955,1371,1614,1928,2284,2705,3172,222.462890625
1873,The Outsiders,1,2,45,384,955,1371,1614,1928,2284,2705,3171,222.4609375
143,Stephen Sondheim,1,5,35,172,738,1885,2587,2757,2870,2985,3058,221.755859375
2931,Ryuichi Sakamoto,1,9,128,495,828,1073,1215,1264,1295,1304,1305,221.669921875
2944,Michael Henderson,1,3,101,492,868,1124,1294,1478,1573,1677,1748,221.224609375
1976,Dori Caymmi,1,4,45,209,571,1386,2843,3595,3845,4084,4266,221.2109375
2524,Jon Hassell,1,6,68,436,977,1308,1410,1449,1518,1607,1687,221.15234375
445,Ministry,1,27,129,450,822,1025,1133,1187,1215,1224,1225,220.912109375
130,Robin Trower,1,10,87,400,712,1080,1798,2270,2522,2754,2904,220.73046875
2686,Paolo Conte,1,6,32,261,905,1654,1974,2214,2518,2738,2991,220.041015625
1095,Orchestral Manoeuvres in the Dark,1,23,139,419,803,1084,1188,1230,1265,1292,1301,219.865234375
2285,Diamond Head,1,5,127,321,659,1281,1789,2122,2412,2680,2963,219.568359375
3202,Lecuona Cuban Boys,1,3,21,85,523,1941,3154,3635,3913,4142,4319,219.208984375
30,Suicidal Tendencies,1,24,234,511,646,698,736,750,754,755,755,218.81640625
574,Frank Black,1,16,158,488,733,914,1062,1216,1318,1410,1479,218.759765625
2465,Jim Morrison,1,5,34,259,897,1644,1965,2207,2511,2732,2985,218.732421875
1524,Buddy Miles,1,6,40,145,510,1695,2951,3464,3742,3967,4204,218.716796875
2505,Gentle Giant,1,7,56,314,844,1323,1889,2345,2547,2755,2896,218.666015625
2694,Danny Thompson,1,2,17,146,915,1949,2320,2495,2712,2896,2996,218.4375
3174,The Cookies,1,2,11,137,813,2057,2544,2669,2776,2917,3009,217.98828125
3487,Jimmy Giuffre,1,2,10,75,662,1891,2789,3617,4165,4410,4524,217.8984375
803,Witchfinder General,1,6,121,315,657,1282,1792,2124,2414,2682,2963,217.798828125
1210,Ry Cooder,1,13,83,331,781,1269,1586,1983,2389,2610,2879,216.419921875
1007,The Specials,1,29,150,457,729,886,1018,1098,1134,1165,1192,214.892578125
982,808 State,1,23,160,465,716,868,1031,1134,1192,1202,1203,214.822265625
1443,Celia Cruz,1,22,61,156,426,1302,2668,3675,3974,4122,4272,214.37890625
1551,Peter Green,1,7,45,327,927,1370,1635,1833,2147,2513,2824,214.052734375
2354,The Gentrys,1,2,13,198,952,1747,2067,2322,2562,2756,2990,213.76171875
1261,Violent Femmes,1,17,130,453,779,963,1126,1244,1328,1415,1484,213.568359375
2831,Paul Motian,1,2,20,189,934,1754,2032,2278,2683,2904,3083,213.533203125
760,Neil Diamond,1,21,120,421,766,1030,1265,1359,1383,1386,1386,213.38671875
1921,Gene Clark,1,10,114,400,777,1058,1203,1468,1925,2575,3150,213.091796875
1299,Big Black,1,18,137,402,773,1084,1193,1230,1263,1290,1299,212.927734375
1986,ESG,1,9,124,428,822,1094,1216,1268,1310,1340,1349,212.837890625
8,Massive Attack,1,33,214,456,618,689,759,874,967,1049,1090,212.798828125
1655,Luther Vandross,1,39,241,437,527,607,790,915,981,1040,1068,212.72265625
1284,Sonny & Cher,1,6,46,357,1022,1382,1496,1527,1547,1576,1588,212.71484375
1671,Frankie Avalon,1,6,34,165,733,1689,2368,2673,2859,3126,3337,211.392578125
1549,Robert Plant,1,21,132,421,747,964,1159,1282,1389,1466,1506,211.29296875
1846,Cher,1,13,150,438,716,984,1180,1244,1255,1255,1255,211.2109375
2390,The Melodians,1,6,45,150,598,1737,2503,2842,3122,3418,3725,211.115234375
2846,Keith Hudson,1,2,8,163,1002,1749,2015,2310,2565,2842,3221,211.048828125
953,Sergio Mendes,1,6,60,338,986,1352,1490,1521,1541,1569,1581,210.4609375
2666,Bola Sete,1,2,23,182,928,1593,2068,2427,2647,2848,3073,209.458984375
2791,Mary Martin,1,3,20,167,901,1682,2163,2411,2588,2724,2842,208.86328125
120,Chaka Khan,1,38,217,410,536,685,864,982,1041,1120,1183,208.142578125
1518,John Fogerty,1,10,100,363,773,1067,1295,1581,1983,2583,3150,207.560546875
781,Eartha Kitt,1,10,46,165,520,1315,2512,3463,3812,4075,4266,207.205078125
3099,The Hondells,1,2,7,180,938,1684,2032,2315,2559,2755,2989,206.55078125
2869,Ringo Starr,1,6,38,360,929,1197,1374,1722,2098,2645,3163,206.4296875
814,Bette Midler,1,17,180,466,617,815,956,1009,1060,1131,1164,206.224609375
1708,Big Audio Dynamite,1,19,126,430,762,923,1079,1171,1226,1236,1237,205.845703125
3314,Bidu SayÃ£o,1,3,13,74,667,1836,2500,3179,3623,3859,4101,205.66015625
273,The Smithereens,1,8,142,481,710,881,1012,1138,1247,1344,1430,205.5234375
2479,Ibrahim Ferrer,1,8,61,206,583,1239,2067,2920,3733,4003,4140,204.751953125
2125,John Entwistle,1,6,69,292,710,1149,1864,2339,2548,2769,2914,204.482421875
716,The Pastels,1,10,102,459,780,997,1127,1221,1282,1366,1435,204.408203125
2280,Yello,1,11,98,433,821,1057,1140,1184,1219,1247,1256,204.181640625
779,Commodores,1,14,151,485,647,842,1000,1074,1105,1120,1126,203.84375
2042,Astor Piazzolla,1,5,42,206,614,1240,2067,3088,3890,4261,4433,203.47265625
2156,Gato Barbieri,1,5,29,123,593,1658,2305,3055,3562,3844,4100,202.3125
1314,Dead Moon,1,7,139,467,709,879,1005,1131,1246,1345,1432,202.236328125
989,Dennis Brown,1,16,58,157,555,1385,2300,2774,3017,3316,3680,202.15234375
3033,The Radiators,1,5,76,379,720,938,1369,1910,2578,3155,3535,201.63671875
813,The Human League,1,29,113,400,709,948,1099,1160,1208,1235,1244,201.482421875
2278,Jimmy Martin,1,11,34,182,615,1490,2361,2699,2820,2914,2985,201.263671875
3097,Shel Silverstein,1,6,20,218,890,1495,1739,2005,2359,2847,3269,200.58984375
1672,Circle Jerks,1,23,194,435,635,736,765,797,809,813,814,200.580078125
3069,Orquesta AragÃ³n,1,3,18,65,433,1772,3011,3480,3750,3976,4212,200.4375
164,Tony Joe White,1,8,54,286,831,1223,1464,1996,2378,2523,2674,200.314453125
1692,Paul Bley,1,9,33,131,641,1684,2365,2599,2747,2874,3010,200.29296875
77,Tammy Wynette,1,33,140,346,677,930,1047,1131,1194,1255,1320,200.013671875
2792,Kay Thompson,1,2,13,151,863,1639,2115,2364,2543,2692,2825,199.505859375
1809,Slim & Slam,1,2,5,28,421,1927,3128,3570,3849,4033,4225,199.2109375
